================================================================================
ENCRYPTED FIRMWARE DEEP ANALYSIS
Learning secrets from encrypted code WITHOUT decryption
================================================================================

================================================================================
SECTION 1: FIRMWARE STRUCTURE MAP
================================================================================

Even though the code is encrypted, the FIRMWARE STRUCTURE reveals
what ME does. Different modules have different encryption patterns
because they encrypt at different times with different IVs.

Offset   Size     Entropy  0x00%   0xFF%   Type                 Region
0x3C8800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C8C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C9000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C9400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C9800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C9C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CA000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CA400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CA800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CAC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CB000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CB400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CB800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CBC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CC000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CC400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CC800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CCC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CD000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CD400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CD800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CDC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CE000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CE400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CE800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CEC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CF000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CF400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CF800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3CFC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D0000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D0400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D0800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D0C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D1000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D1400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D1800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D1C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D2000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D2400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D2800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D2C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D3000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D3400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D3800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D3C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D4000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D4400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D4800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D4C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D5000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D5400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D5800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D5C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D6000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D6400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D6800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D6C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D7000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D7400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D7800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D7C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D8000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D8400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D8800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D8C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D9000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D9400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D9800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3D9C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DA000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DA400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DA800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DAC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DB000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DB400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DB800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DBC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DC000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DC400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DC800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DCC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DD000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DD400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DD800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DDC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DE000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DE400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DE800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DEC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DF000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DF400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DF800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3DFC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E0000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E0400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E0800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E0C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E1000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E1400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E1800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E1C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E2000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E2400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E2800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E2C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E3000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E3400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E3800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E3C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E4000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E4400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E4800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E4C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E5000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E5400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E5800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E5C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E6000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E6400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E6800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E6C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E7000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E7400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E7800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E7C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E8000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E8400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E8800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E8C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E9000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E9400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E9800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3E9C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EA000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EA400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EA800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EAC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EB000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EB400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EB800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EBC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EC000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EC400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EC800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3ECC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3ED000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3ED400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3ED800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EDC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EE000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EE400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EE800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EEC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EF000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EF400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EF800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3EFC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F0000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F0400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F0800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F0C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F1000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F1400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F1800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F1C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F2000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F2400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F2800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F2C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F3000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F3400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F3800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F3C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F4000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F4400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F4800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F4C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F5000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F5400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F5800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F5C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F6000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F6400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F6800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F6C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F7000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F7400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F7800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F7C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F8000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F8400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F8800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F8C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F9000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F9400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F9800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3F9C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FA000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FA400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FA800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FAC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FB000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FB400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FB800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FBC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FC000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FC400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FC800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FCC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FD000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FD400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FD800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FDC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FE000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FE400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FE800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FEC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FF000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FF400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FF800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3FFC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x400000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x400400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x400800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x400C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x401000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x401400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x401800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x401C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x402000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x402400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x402800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x402C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x403000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x403400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x403800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x403C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x404000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x404400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x404800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x404C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x405000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x405400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x405800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x405C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x406000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x406400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x406800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x406C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x407000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x407400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x407800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x407C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x408000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x408400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x408800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x408C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x409000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x409400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x409800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x409C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x40FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x410000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x410400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x410800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x410C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x411000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x411400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x411800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x411C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x412000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x412400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x412800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x412C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x413000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x413400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x413800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x413C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x414000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x414400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x414800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x414C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x415000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x415400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x415800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x415C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x416000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x416400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x416800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x416C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x417000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x417400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x417800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x417C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x418000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x418400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x418800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x418C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x419000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x419400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x419800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x419C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x41FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x420000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x420400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x420800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x420C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x421000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x421400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x421800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
